Date      - 2021-09-28T11:25:09
Vref      = 3.318 V
Us(+5V)   = 4.911 V
Temp_SiPM = 22.369 C
Temp_CPU  = 31.888 C
U_LED_on  = 2.85 V
+U_SiPM   = 3.289 V
-U_SiPM   = -23.714 V
U_SiPM    = 27.003 V
I_SiPM    = 0.646 uA
>No. t[s] T[C] U+_SiPM[V] U-_SiPM[V] Vert.angl[grad]. Hor.angl[grad] I_SiPM[uA] I0_SiPM[uA] 
>1245 2567.298 21.818 3.289 -23.721 160 44 0.612 0.619
>1246 2569.299 21.864 3.289 -23.721 160 42 0.669 0.613
>1247 2571.3 21.801 3.289 -23.721 160 40 0.67 0.661
>1248 2573.301 21.74 3.289 -23.726 160 38 0.674 0.637
>1249 2575.302 21.927 3.289 -23.718 160 36 0.674 0.651
>1250 2577.305 21.826 3.289 -23.727 160 34 0.654 0.6
>1251 2579.305 21.796 3.289 -23.719 160 32 0.624 0.614
>1252 2581.306 21.864 3.289 -23.722 160 30 0.619 0.637
>1253 2583.306 21.812 3.289 -23.722 160 28 0.597 0.603
>1254 2585.306 21.854 3.289 -23.72 160 26 0.67 0.645
>1255 2587.307 21.803 3.289 -23.721 160 24 0.657 0.668
>1256 2589.307 21.784 3.289 -23.721 160 22 0.652 0.628
>1257 2591.308 21.793 3.288 -23.717 160 20 0.627 0.612
>1258 2593.309 21.721 3.289 -23.722 160 18 0.641 0.632
>1259 2595.309 21.793 3.289 -23.722 160 16 0.639 0.636
>1260 2597.31 21.863 3.289 -23.728 160 14 0.642 0.635
>1261 2599.31 21.738 3.289 -23.719 160 12 0.585 0.6
>1262 2601.311 21.845 3.289 -23.72 160 10 0.604 0.632
>1263 2603.312 21.862 3.289 -23.718 160 8 0.626 0.642
>1264 2605.312 21.856 3.289 -23.724 160 6 0.599 0.565
>1265 2607.312 21.809 3.288 -23.725 160 4 0.638 0.625
>1266 2609.313 21.806 3.289 -23.733 160 2 0.623 0.612
>1267 2611.313 21.923 3.289 -23.723 160 0 0.638 0.596
>[JNo. t[s] T[C] U+_SiPM[V] U-_SiPM[V] Vert.angl[grad]. Hor.angl[grad] I_SiPM[uA] I0_SiPM[uA] 
>1268 2623.094 21.898 3.289 -23.72 140 0 0.633 0.639
>1269 2625.096 21.831 3.289 -23.722 140 2 0.652 0.642
>1270 2627.102 21.813 3.289 -23.717 140 4 0.624 0.63
>1271 2629.112 21.816 3.288 -23.723 140 6 0.659 0.615
>1272 2631.114 21.864 3.288 -23.722 140 8 0.64 0.611
>1273 2633.12 21.808 3.288 -23.721 140 10 0.634 0.611
>1274 2635.123 21.888 3.289 -23.722 140 12 0.635 0.613
>1275 2637.13 21.837 3.289 -23.723 140 14 0.662 0.612
>1276 2639.134 21.856 3.289 -23.724 140 16 0.652 0.623
>1277 2641.141 21.864 3.289 -23.724 140 18 0.586 0.616
>1278 2643.146 21.859 3.289 -23.719 140 20 0.688 0.604
>1279 2645.154 21.877 3.289 -23.72 140 22 0.647 0.568
>1280 2647.155 21.902 3.289 -23.722 140 24 0.661 0.611
>1281 2649.162 21.843 3.289 -23.72 140 26 0.634 0.611
>1282 2651.166 21.808 3.289 -23.718 140 28 0.664 0.647
>1283 2653.169 21.914 3.289 -23.724 140 30 0.595 0.63
>1284 2655.177 21.847 3.289 -23.724 140 32 0.643 0.591
>1285 2657.179 21.829 3.289 -23.725 140 34 0.641 0.628
>1286 2659.187 21.86 3.289 -23.724 140 36 0.625 0.664
>1287 2661.192 21.822 3.289 -23.725 140 38 0.603 0.617
>1288 2663.194 21.758 3.289 -23.727 140 40 0.708 0.626
>1289 2665.202 21.842 3.289 -23.722 140 42 0.686 0.654
>1290 2667.207 21.846 3.288 -23.72 140 44 0.586 0.619
>1291 2669.209 21.852 3.289 -23.717 140 46 0.657 0.608
>1292 2671.212 21.852 3.289 -23.722 140 48 0.694 0.603
>1293 2673.221 21.835 3.289 -23.725 140 50 0.711 0.587
>1294 2675.222 21.861 3.289 -23.717 140 52 0.748 0.642
>1295 2677.228 21.903 3.288 -23.719 140 54 0.762 0.593
>1296 2679.235 21.741 3.288 -23.72 140 56 0.701 0.648
>1297 2681.239 21.874 3.288 -23.722 140 58 0.717 0.638
>1298 2683.243 21.799 3.289 -23.714 140 60 0.799 0.625
>1299 2685.248 21.911 3.289 -23.723 140 62 0.749 0.583
>1300 2687.253 21.796 3.289 -23.721 140 64 0.881 0.666
>1301 2689.254 21.818 3.288 -23.724 140 66 0.91 0.645
>1302 2691.261 21.85 3.289 -23.722 140 68 1.043 0.546
>1303 2693.266 21.781 3.289 -23.726 140 70 1.734 0.69
>1304 2695.267 21.789 3.289 -23.719 140 72 7.808 0.647
>1305 2697.272 21.784 3.289 -23.721 140 74 18.761 0.554
>1306 2699.277 21.783 3.288 -23.72 140 76 43.752 0.644
>1307 2701.282 21.813 3.288 -23.719 140 78 58.034 0.581
>1308 2703.286 21.823 3.288 -23.718 140 80 71.81 0.616
>1309 2705.289 21.892 3.287 -23.717 140 82 76.567 0.635
>1310 2707.295 21.86 3.287 -23.716 140 84 79.295 0.643
>1311 2709.297 21.847 3.287 -23.715 140 86 78.617 0.646
>1312 2711.303 21.821 3.287 -23.71 140 88 77.498 0.61
>1313 2713.307 21.893 3.287 -23.717 140 90 76.754 0.62
>1314 2715.313 21.836 3.287 -23.717 140 92 76.859 0.613
>1315 2717.314 21.768 3.287 -23.713 140 94 77.222 0.549
>1316 2719.321 21.825 3.288 -23.709 140 96 77.561 0.567
>1317 2721.325 21.827 3.287 -23.715 140 98 75.991 0.616
>1318 2723.329 21.801 3.288 -23.71 140 100 71.995 0.666
>1319 2725.331 21.816 3.287 -23.713 140 102 63.243 0.649
>1320 2727.335 21.881 3.288 -23.712 140 104 54.664 0.661
>1321 2729.34 21.801 3.288 -23.72 140 106 31.509 0.645
>1322 2731.344 21.821 3.289 -23.718 140 108 14.435 0.645
>1323 2733.348 21.822 3.289 -23.721 140 110 3.275 0.664
>1324 2735.351 21.81 3.289 -23.721 140 112 1.025 0.648
>1325 2737.354 21.851 3.289 -23.726 140 114 0.9 0.61
>1326 2739.358 21.78 3.288 -23.72 140 116 0.823 0.604
>1327 2741.363 21.798 3.289 -23.724 140 118 0.787 0.582
>1328 2743.365 21.922 3.288 -23.725 140 120 0.779 0.615
>1329 2745.371 21.868 3.289 -23.722 140 122 0.684 0.648
>1330 2747.373 21.827 3.289 -23.723 140 124 0.683 0.61
>1331 2749.376 21.797 3.288 -23.723 140 126 0.713 0.614
>1332 2751.382 21.867 3.289 -23.725 140 128 0.696 0.62
>1333 2753.384 21.841 3.289 -23.721 140 130 0.675 0.619
>1334 2755.389 21.854 3.289 -23.726 140 132 0.671 0.612
>1335 2757.39 21.797 3.289 -23.722 140 134 0.644 0.615
>1336 2759.394 21.821 3.288 -23.722 140 136 0.684 0.658
>1337 2761.399 21.784 3.289 -23.724 140 138 0.659 0.609
>1338 2763.4 21.849 3.289 -23.723 140 140 0.665 0.632
>1339 2765.406 21.886 3.289 -23.727 140 142 0.609 0.616
>1340 2767.408 21.797 3.288 -23.728 140 144 0.596 0.606
>1341 2769.411 21.83 3.289 -23.719 140 146 0.612 0.611
>1342 2771.415 21.857 3.288 -23.719 140 148 0.649 0.611
>1343 2773.417 21.876 3.289 -23.721 140 150 0.666 0.619
>1344 2775.42 21.838 3.289 -23.727 140 152 0.634 0.653
>1345 2777.423 21.904 3.289 -23.724 140 154 0.589 0.607
>1346 2779.427 21.843 3.288 -23.724 140 156 0.632 0.638
>1347 2781.433 21.878 3.289 -23.728 140 158 0.56 0.609
>1348 2783.434 21.79 3.289 -23.724 140 160 0.634 0.596
>1349 2785.437 21.839 3.289 -23.723 140 162 0.642 0.635
>1350 2787.44 21.907 3.289 -23.724 140 164 0.568 0.632
>1351 2789.445 21.866 3.289 -23.724 140 166 0.647 0.595
>1352 2791.445 21.798 3.289 -23.718 140 168 0.647 0.604
>1353 2793.451 21.843 3.289 -23.72 140 170 0.591 0.564
>1354 2795.452 21.838 3.289 -23.723 140 172 0.649 0.628
>1355 2797.457 21.858 3.289 -23.717 140 174 0.539 0.608
>1356 2799.459 21.914 3.289 -23.722 140 176 0.647 0.63
>1357 2801.463 21.898 3.289 -23.72 140 178 0.636 0.628
>1358 2803.464 21.952 3.289 -23.723 140 180 0.616 0.612
>1359 2805.467 21.9 3.289 -23.723 140 178 0.639 0.614
>1360 2807.47 21.855 3.289 -23.723 140 176 0.59 0.609
>1361 2809.472 21.856 3.289 -23.719 140 174 0.623 0.636
>1362 2811.477 21.808 3.289 -23.721 140 172 0.65 0.635
>1363 2813.478 21.893 3.289 -23.72 140 170 0.642 0.598
>1364 2815.481 21.785 3.289 -23.73 140 168 0.619 0.597
>1365 2817.483 21.823 3.289 -23.721 140 166 0.628 0.587
>1366 2819.486 21.902 3.289 -23.723 140 164 0.632 0.634
>1367 2821.49 21.801 3.289 -23.724 140 162 0.611 0.611
>1368 2823.492 21.906 3.289 -23.722 140 160 0.618 0.64
>1369 2825.493 21.823 3.289 -23.727 140 158 0.64 0.638
>1370 2827.496 21.864 3.289 -23.723 140 156 0.635 0.635
>1371 2829.5 21.797 3.289 -23.721 140 154 0.647 0.606
>1372 2831.501 21.878 3.289 -23.714 140 152 0.609 0.611
>1373 2833.503 21.83 3.289 -23.723 140 150 0.621 0.643
>1374 2835.507 21.83 3.289 -23.72 140 148 0.625 0.638
>1375 2837.508 21.809 3.289 -23.721 140 146 0.654 0.605
>1376 2839.512 21.928 3.289 -23.724 140 144 0.637 0.606
>1377 2841.513 21.825 3.289 -23.724 140 142 0.621 0.637
>1378 2843.516 21.819 3.288 -23.723 140 140 0.599 0.621
>1379 2845.519 21.841 3.289 -23.725 140 138 0.649 0.63
>1380 2847.522 21.883 3.289 -23.721 140 136 0.681 0.619
>1381 2849.523 21.852 3.289 -23.721 140 134 0.675 0.621
>1382 2851.525 21.81 3.289 -23.725 140 132 0.707 0.589
>1383 2853.528 21.84 3.288 -23.726 140 130 0.704 0.615
>1384 2855.529 21.856 3.289 -23.721 140 128 0.708 0.625
>1385 2857.531 21.824 3.289 -23.725 140 126 0.734 0.615
>1386 2859.533 21.853 3.289 -23.724 140 124 0.704 0.621
>1387 2861.537 21.889 3.289 -23.723 140 122 0.728 0.621
>1388 2863.538 21.828 3.289 -23.721 140 120 0.81 0.654
>1389 2865.541 21.85 3.289 -23.726 140 118 0.783 0.613
>1390 2867.542 21.821 3.289 -23.72 140 116 0.839 0.65
>1391 2869.545 21.842 3.289 -23.722 140 114 0.873 0.626
>1392 2871.545 21.824 3.289 -23.727 140 112 1.048 0.674
>1393 2873.547 21.893 3.289 -23.726 140 110 1.798 0.651
>1394 2875.549 21.84 3.288 -23.723 140 108 10.284 0.642
>1395 2877.551 21.842 3.288 -23.721 140 106 26.502 0.625
>1396 2879.554 21.881 3.288 -23.718 140 104 51.642 0.592
>1397 2881.555 21.827 3.288 -23.716 140 102 60.521 0.636
>1398 2883.556 21.803 3.287 -23.714 140 100 69.055 0.572
>1399 2885.558 21.921 3.288 -23.714 140 98 75.353 0.622
>1400 2887.561 21.881 3.287 -23.714 140 96 76.648 0.651
>1401 2889.562 21.817 3.287 -23.712 140 94 77.023 0.653
>1402 2891.563 21.852 3.287 -23.717 140 92 76.984 0.615
>1403 2893.565 21.818 3.288 -23.717 140 90 76.557 0.668
>1404 2895.568 21.802 3.288 -23.717 140 88 77.176 0.685
>1405 2897.569 21.884 3.288 -23.712 140 86 78.177 0.632
>1406 2899.57 21.827 3.287 -23.717 140 84 79.373 0.623
>1407 2901.572 21.886 3.287 -23.719 140 82 78.38 0.621
>1408 2903.572 21.765 3.287 -23.716 140 80 73.229 0.661
>1409 2905.574 21.948 3.288 -23.72 140 78 63.212 0.648
>1410 2907.575 21.772 3.287 -23.717 140 76 50.108 0.639
>1411 2909.577 21.877 3.288 -23.721 140 74 24.313 0.669
>1412 2911.579 21.781 3.289 -23.721 140 72 11.004 0.647
>1413 2913.58 21.893 3.289 -23.724 140 70 3.33 0.553
>1414 2915.581 21.868 3.289 -23.721 140 68 1.137 0.642
>1415 2917.583 21.846 3.289 -23.719 140 66 0.964 0.649
>1416 2919.584 21.871 3.289 -23.723 140 64 0.928 0.653
>1417 2921.584 21.876 3.289 -23.72 140 62 0.884 0.546
>1418 2923.586 21.885 3.289 -23.723 140 60 0.862 0.606
>1419 2925.587 21.869 3.289 -23.725 140 58 0.75 0.608
>1420 2927.588 21.863 3.289 -23.724 140 56 0.753 0.583
>1421 2929.59 21.913 3.288 -23.721 140 54 0.731 0.628
>1422 2931.591 21.805 3.289 -23.725 140 52 0.751 0.64
>1423 2933.593 21.763 3.289 -23.72 140 50 0.68 0.569
>1424 2935.594 21.81 3.288 -23.722 140 48 0.731 0.648
>1425 2937.594 21.879 3.289 -23.723 140 46 0.712 0.627
>1426 2939.595 21.816 3.289 -23.722 140 44 0.663 0.65
>1427 2941.595 21.786 3.289 -23.726 140 42 0.674 0.646
>1428 2943.597 21.86 3.289 -23.723 140 40 0.62 0.66
>1429 2945.597 21.839 3.289 -23.725 140 38 0.682 0.63
>1430 2947.598 21.806 3.288 -23.719 140 36 0.644 0.587
>1431 2949.599 21.762 3.289 -23.722 140 34 0.664 0.643
>1432 2951.6 21.815 3.289 -23.724 140 32 0.659 0.613
>1433 2953.601 21.811 3.289 -23.725 140 30 0.664 0.604
>1434 2955.601 21.823 3.289 -23.721 140 28 0.585 0.578
>1435 2957.602 21.83 3.289 -23.722 140 26 0.632 0.594
>1436 2959.603 21.802 3.289 -23.722 140 24 0.62 0.649
>1437 2961.603 21.848 3.289 -23.725 140 22 0.647 0.609
>1438 2963.604 21.832 3.289 -23.722 140 20 0.622 0.597
>1439 2965.605 21.826 3.289 -23.726 140 18 0.649 0.637
>1440 2967.605 21.8 3.289 -23.724 140 16 0.639 0.634
>1441 2969.606 21.807 3.289 -23.724 140 14 0.666 0.636
>1442 2971.606 21.83 3.289 -23.722 140 12 0.648 0.553
>1443 2973.607 21.844 3.289 -23.723 140 10 0.643 0.603
>1444 2975.607 21.818 3.289 -23.724 140 8 0.638 0.609
>1445 2977.608 21.858 3.289 -23.725 140 6 0.648 0.625
>1446 2979.608 21.864 3.288 -23.72 140 4 0.626 0.62
>1447 2981.609 21.876 3.289 -23.721 140 2 0.641 0.619
>1448 2983.609 21.814 3.289 -23.724 140 0 0.638 0.627
>[JNo. t[s] T[C] U+_SiPM[V] U-_SiPM[V] Vert.angl[grad]. Hor.angl[grad] I_SiPM[uA] I0_SiPM[uA] 
>1449 2995.394 21.934 3.289 -23.724 120 0 0.641 0.626
>1450 2997.402 21.8 3.289 -23.721 120 2 0.657 0.628
>1451 2999.406 21.887 3.289 -23.72 120 4 0.649 0.618
>1452 3001.408 21.872 3.288 -23.719 120 6 0.646 0.616
>1453 3003.414 21.75 3.288 -23.725 120 8 0.592 0.625
>1454 3005.423 21.873 3.288 -23.725 120 10 0.628 0.635
>1455 3007.425 21.784 3.289 -23.718 120 12 0.621 0.614
>1456 3009.429 21.822 3.288 -23.727 120 14 0.618 0.604
>1457 3011.436 21.855 3.289 -23.719 120 16 0.636 0.639
>1458 3013.44 21.819 3.289 -23.722 120 18 0.62 0.637
>1459 3015.448 21.832 3.289 -23.723 120 20 0.637 0.597
>1460 3017.452 21.829 3.289 -23.723 120 22 0.661 0.637
>1461 3019.455 21.844 3.289 -23.724 120 24 0.646 0.593
>1462 3021.46 21.882 3.289 -23.725 120 26 0.579 0.622
>1463 3023.466 21.755 3.289 -23.725 120 28 0.612 0.618
>1464 3025.47 21.771 3.289 -23.722 120 30 0.658 0.632
>1465 3027.476 21.845 3.289 -23.725 120 32 0.626 0.619
>1466 3029.48 21.907 3.288 -23.722 120 34 0.621 0.618
>1467 3031.485 21.829 3.289 -23.725 120 36 0.675 0.575
